ReviewID,PolicyID,ReviewerEmployeeID,ReviewerRole,ReviewDate,ReviewStatus,Comments
REV-00308,POL-0156,EMP-0033,Compliance Analyst,2002-08-08,Approved,Formatting changes only.
REV-00309,POL-0123,EMP-0044, Policy Analyst ,2017-08-05,Approved,Minor edits requested.
REV-00310,POL-0212, EMP-0037 ,Policy Reviewer,2019-03-05,Approved,Looks good.
REV-00311,POL-0225,EMP-0035,Senior Analyst,2013-12-13,Approved,Looks good.
REV-00312,POL-0022,EMP-0041,Policy Reviewer,2024-08-17,Approved,Looks good.
REV-00313,POL-0114,EMP-0030,Compliance Analyst,2010-08-10, Approved ,Formatting changes only.
REV-00314,POL-0042,EMP-0040, Senior Analyst ,2006-12-22,Approved,
REV-00315,POL-0220,EMP-0037,Policy Reviewer,2019-01-04, Approved ,Please verify citation.
REV-00316,POL-0096,EMP-0019,Department Supervisor,2024-04-09,Approved,Update section 3.
REV-00317,POL-0273,EMP-0027,Compliance Analyst,2011-05-23,Approved,Looks good.
REV-00318,POL-0076,EMP-0052,Senior Analyst,2015-04-25,Approved,
REV-00319,POL-0267,EMP-0034,Compliance Analyst, 2020-09-03 ,Approved,  
REV-00320,POL-0122,EMP-0023,Department Supervisor,2024-07-10,Rejected,
REV-00321,POL-0289,EMP-0035,Senior Analyst,16-Jul-2012,Approved,Formatting changes only.
REV-00322,POL-0298,EMP-0015,Department Supervisor,,Approved,Looks good.
REV-00323,POL-0053,EMP-0024,Department Supervisor,2025-07-26,Approved,Update section 3.
REV-00324,POL-0019,EMP-0032,Compliance Analyst,2009-11-13,Approved,Minor edits requested.
REV-00325,POL-0145,EMP-0024, Department Supervisor ,2001-03-09,Approved,Looks good.
REV-00326,POL-0266,EMP-0041,Policy Reviewer,2005-10-05,, Looks good. 
 REV-00327 ,POL-0067,EMP-0036,,2009-09-02,Approved,Looks good.
REV-00328,POL-0023,EMP-0031,Compliance Analyst,2025-04-06,Approved,
REV-00329,POL-0271,EMP-0040,Senior Analyst,2017-07-28,Approved,Please verify citation.
REV-00330,POL-0255,EMP-0030, Compliance Analyst ,2016-08-12,Approved,Minor edits requested.
REV-00331, POL-0145 ,EMP-0043,Policy Reviewer,2016-08-18,Approved, Update section 3. 
REV-00332,POL-0021,EMP-0017,Department Supervisor,2021-05-27,Approved,Formatting changes only.
REV-00333,POL-0204,EMP-0031,Compliance Analyst,2021-07-23,Approved,Looks good.
REV-00334,POL-0163,EMP-0031, Compliance Analyst ,2017-02-15,Approved,Update section 3.
 REV-00335 ,POL-0294,EMP-0047,Policy Reviewer,2002-07-20,Approved,Looks good.
REV-00336,POL-0005,EMP-0012,Department Supervisor,01/16/2007,Approved,Minor edits requested.
REV-00337,POL-0077,EMP-0048,Policy Reviewer,2025-04-26, Approved ,Please verify citation.
REV-00338,POL-0096,EMP-0029,Compliance Analyst, 2019-03-25 ,Approved,Looks good.
REV-00339,POL-0037,EMP-0032,Compliance Analyst,2009-04-19,Rejected,Looks good.
REV-00340,POL-0049,EMP-0047,Policy Reviewer,2017-07-15,Approved,Looks good.
REV-00341, POL-0188 ,EMP-0046,Policy Reviewer,2022-11-23,Approved,Formatting changes only.
 REV-00342 ,POL-0100, EMP-0027 ,Compliance Analyst,2015-08-22,Approved, Update section 3. 
REV-00343,POL-0068,EMP-0040, Senior Analyst ,2022-07-03,Approved,Looks good.
REV-00344, POL-0216 ,EMP-0021,Department Supervisor,2016-04-18,Approved,Looks good.
 REV-00345 ,POL-0082,EMP-0042,Senior Analyst,01/05/2025,Approved, Looks good. 
REV-00346,POL-0163,EMP-0052,Senior Analyst,"Oct 25, 2024",Approved,
REV-00347,POL-0185,EMP-0013,Department Supervisor,2024-01-01,Approved,
REV-00348,POL-0086,EMP-0011,Department Supervisor,2002-09-03,Approved,Update section 3.
REV-00349,POL-0213,EMP-0051,Policy Analyst,2006-08-31,Rejected,Looks good.
REV-00350,POL-0226,EMP-0020,Department Supervisor,2003-07-19, Approved ,
REV-00351,POL-0111,EMP-0043,Policy Reviewer,2010-04-23,Approved,Update section 3.
REV-00352,POL-0274,EMP-0014,Department Supervisor,2017-03-28,Approved,Please verify citation.
REV-00353, POL-0089 ,,Senior Analyst,2022-03-04,Approved,
REV-00354,POL-0210,EMP-0011,Department Supervisor,,Approved,Please verify citation.
 REV-00355 ,POL-0183,EMP-0037,Policy Reviewer,2025-03-30,Approved,
REV-00356,POL-0268,EMP-0044,Policy Analyst,2001-04-01,Approved,Formatting changes only.
REV-00357,POL-0034,EMP-0045,Policy Analyst,2012-10-27,Rejected,Minor edits requested.
REV-00358,POL-0110,EMP-0043,,2001-04-07,Approved,Formatting changes only.
REV-00359,POL-0173,EMP-0022,Department Supervisor,,Approved,
REV-00360,POL-0018,EMP-0044,Policy Analyst,10/26/2004,Approved,
REV-00361,POL-0031,EMP-0023,,2011-04-23,Approved,Please verify citation.
REV-00362,POL-0107,EMP-0027,Compliance Analyst,2024-02-11,Approved,Minor edits requested.
REV-00363,POL-0251,EMP-0036,,2012-06-27,Approved,
REV-00364,POL-0158,EMP-0036,Senior Analyst,2017-03-26,Approved,Update section 3.
 REV-00365 ,POL-0059,EMP-0025,Compliance Analyst, 2011-05-29 ,Approved,Minor edits requested.
REV-00366,POL-0193,EMP-0052,Senior Analyst, 2004-02-11 ,Approved,Formatting changes only.
REV-00367,POL-0049,EMP-0016,Department Supervisor,2001-12-02,Approved,Update section 3.
REV-00368,POL-0025,EMP-0035, Senior Analyst ,2017-07-05,Approved,Please verify citation.
REV-00369, POL-0138 ,EMP-0014,Department Supervisor,2021-11-06,Approved,Formatting changes only.
REV-00370,POL-0153,EMP-0021,Department Supervisor,2000-12-02,Approved,
REV-00371,POL-0097, EMP-0038 ,Senior Analyst,2022-12-02,Approved,Formatting changes only.
REV-00372,POL-0026,,Policy Reviewer,2015-05-11,Approved,
REV-00373,POL-0252,EMP-0013,Department Supervisor,"Mar 10, 2024",Rejected, Looks good. 
REV-00374, POL-0209 ,EMP-0047,Policy Reviewer,2009-12-24,Rejected, Update section 3. 
REV-00375,POL-0035,EMP-0013,Department Supervisor,2012-08-28,Approved,
REV-00376,POL-0093,EMP-0045,Policy Analyst,2013-01-27,Approved,Please verify citation.
REV-00377,POL-0192,EMP-0022,Department Supervisor,2001-12-22,Approved,Minor edits requested.
REV-00378,POL-0295,EMP-0024,Department Supervisor,2001-03-14,Approved,Please verify citation.
REV-00379,POL-0141,EMP-0036,Senior Analyst,2006-12-19,Approved,
REV-00380,POL-0053,EMP-0021,Department Supervisor, 2013-12-03 ,Approved,Please verify citation.
REV-00381,POL-0169,EMP-0047,Policy Reviewer,2011-04-14,Approved,
REV-00382,POL-0114,EMP-0032, Compliance Analyst ,2024-09-29,Rejected,Update section 3.
REV-00383, POL-0232 ,EMP-0016,Department Supervisor,2006-10-10,,Please verify citation.
REV-00384,POL-0011,EMP-0014,Department Supervisor,2016-01-05,Approved,
REV-00385,POL-0258, EMP-0025 , Compliance Analyst ,,Approved,
 REV-00386 ,POL-0032,EMP-0049,Senior Analyst,2015-10-11, Approved ,Please verify citation.
REV-00387,POL-0231,EMP-0031,Compliance Analyst,2018-04-17,Rejected,
REV-00388,POL-0038,EMP-0039, Policy Analyst ,2012-10-04,Rejected,Update section 3.
REV-00389,POL-0030,EMP-0033,Compliance Analyst,2010-09-24,Approved,Please verify citation.
REV-00390,POL-0048,EMP-0038,Senior Analyst,2017-05-03,Rejected,Looks good.
 REV-00391 ,POL-0269,EMP-0016,Department Supervisor,2017-07-19,Approved,Please verify citation.
REV-00392,POL-0223,EMP-0026,Compliance Analyst,2013-09-30,Approved,Formatting changes only.
REV-00393,POL-0094,EMP-0016,,,Approved, Minor edits requested. 
REV-00394,POL-0158,EMP-0035,Senior Analyst,"Jun 01, 2007",Approved,Formatting changes only.
REV-00395,POL-0028,EMP-0035,Senior Analyst,2007-06-02,Approved,Minor edits requested.
 REV-00396 ,POL-0013, EMP-0017 ,Department Supervisor,09/04/2016,Approved,
REV-00397,POL-0034,EMP-0030,,2000-09-24,Approved, Update section 3. 
REV-00398,POL-0167,EMP-0028,Compliance Analyst,08/22/2016,Approved,
 REV-00399 ,POL-0298,EMP-0016,Department Supervisor,2006-06-10,Approved,Looks good.
REV-00400,POL-0190,EMP-0039,Policy Analyst,2019-10-31,Approved,Please verify citation.
REV-00401,POL-0227,EMP-0043, Policy Reviewer ,"May 19, 2025",Approved,Update section 3.
REV-00402,POL-0299,EMP-0012,Department Supervisor,2005-02-17,Approved,
REV-00403,POL-0159,EMP-0046,Policy Reviewer,2016-05-16,Approved,
REV-00404,POL-0135,EMP-0035,Senior Analyst,2015-01-19,Approved,  
REV-00405,POL-0235,EMP-0037,Policy Reviewer,2013-08-03,Approved,Update section 3.
REV-00406,POL-0161,EMP-0046,Policy Reviewer,"Apr 18, 2004",Approved,Looks good.
REV-00407,POL-0288,EMP-0021,Department Supervisor,2023-11-15,Approved,Formatting changes only.
REV-00408,POL-0105,EMP-0021,Department Supervisor,07/29/2017,Approved,Looks good.
REV-00409,POL-0002,EMP-0030,Compliance Analyst,2012-07-23,Approved,Minor edits requested.
REV-00410,POL-0065, EMP-0020 ,Department Supervisor,2022-08-14,Approved,
REV-00411,POL-0260,EMP-0038,Senior Analyst, 2007-12-31 ,,Minor edits requested.
REV-00412,POL-0079,EMP-0030,Compliance Analyst,2019-05-22,Rejected,
REV-00413,POL-0185,EMP-0034,Compliance Analyst,2003-12-13, Approved ,Minor edits requested.
REV-00414,POL-0266,EMP-0051,Policy Analyst,2011-07-24,Approved,Update section 3.
REV-00415,POL-0096,EMP-0040,Senior Analyst,2009-04-08,Approved,
REV-00416,POL-0145, EMP-0030 ,Compliance Analyst,2006-07-29,Approved,
REV-00417, POL-0168 ,EMP-0032,Compliance Analyst,2018-04-01,Approved,Please verify citation.
 REV-00418 ,POL-0157,EMP-0032,Compliance Analyst,2017-07-16,Approved,Update section 3.
REV-00419,POL-0045,,Senior Analyst,07/07/2015,Rejected,Formatting changes only.
REV-00420,POL-0091,EMP-0030,Compliance Analyst, 2006-08-09 ,Approved,Minor edits requested.
REV-00421,POL-0070,EMP-0041,Policy Reviewer,2009-07-04,Rejected,Minor edits requested.
REV-00422,POL-0048,EMP-0036,Senior Analyst,,Approved,Minor edits requested.
REV-00423,POL-0109,EMP-0051,Policy Analyst,2013-07-28,Approved,Update section 3.
REV-00424,POL-0277,EMP-0031,Compliance Analyst,2011-05-16,Approved,Update section 3.
REV-00425,POL-0027,,Senior Analyst,2013-01-26,Approved,Minor edits requested.
REV-00426,POL-0122,EMP-0047,Policy Reviewer,09-Aug-2005,Approved,Looks good.
REV-00427,POL-0145,EMP-0022,Department Supervisor,2024-12-21,Approved,
REV-00428,POL-0002,EMP-0012,Department Supervisor, 2025-03-04 ,,Formatting changes only.
REV-00429,POL-0279,EMP-0024, Department Supervisor , 2021-03-16 ,Approved,Update section 3.
REV-00430,POL-0163,EMP-0015,Department Supervisor, 2013-07-26 ,Approved,Update section 3.
REV-00431,POL-0042,EMP-0019,Department Supervisor,2022-11-23,Approved,Formatting changes only.
REV-00432,POL-0223,EMP-0026,Compliance Analyst,2014-01-30,Approved,Minor edits requested.
REV-00433, POL-0228 ,EMP-0038,Senior Analyst, 2007-05-31 ,Rejected,Update section 3.
REV-00434,POL-0206,EMP-0039,Policy Analyst,2003-10-25, Approved ,Please verify citation.
 REV-00435 ,POL-0005,,Policy Reviewer,12/29/2021,Rejected,Update section 3.
REV-00436,POL-0199,EMP-0043,Policy Reviewer,2024-06-20,Approved,Formatting changes only.
REV-00437,POL-0181,EMP-0045,Policy Analyst,2019-04-06,Approved,
REV-00438,POL-0229,EMP-0045,Policy Analyst,2016-08-16,Approved,Please verify citation.
 REV-00439 , POL-0165 ,EMP-0017,Department Supervisor,2004-04-23,Approved,Looks good.
REV-00440,POL-0124,EMP-0021,Department Supervisor,2016-06-03,Approved,Formatting changes only.
REV-00441,POL-0251,EMP-0047,Policy Reviewer,2002-06-26,Approved,Formatting changes only.
REV-00442,POL-0218,EMP-0032,Compliance Analyst,2018-06-04,Approved,Update section 3.
REV-00443,POL-0047,EMP-0011,Department Supervisor,2005-04-01,Approved,
REV-00444,POL-0186,EMP-0025,Compliance Analyst,2012-02-08,Approved,Please verify citation.
REV-00445,POL-0032, EMP-0046 , Policy Reviewer ,2023-10-08,Approved,Please verify citation.
REV-00446,POL-0182, EMP-0039 ,Policy Analyst,,Rejected,Minor edits requested.
REV-00447,POL-0128, EMP-0040 ,Senior Analyst,2018-01-16,Approved,Formatting changes only.
REV-00448,POL-0044,EMP-0020,Department Supervisor,2022-12-12,Rejected, Minor edits requested. 
REV-00449,POL-0087,EMP-0041,Policy Reviewer,2001-08-07,Approved,  
REV-00450,POL-0232,EMP-0037,,2013-10-01,Approved,
REV-00451,POL-0162,EMP-0020, Department Supervisor ,2005-09-14, Rejected ,Minor edits requested.
REV-00452,POL-0018,EMP-0032,Compliance Analyst,,Approved,Update section 3.
REV-00453,POL-0204,EMP-0044,Policy Analyst,2009-10-11,Approved,Update section 3.
REV-00454,POL-0289,EMP-0041,Policy Reviewer,2016-02-14,Approved,
REV-00455,POL-0062,EMP-0039,,2020-02-25,Approved,Minor edits requested.
REV-00456,POL-0284,EMP-0030,Compliance Analyst,"Jul 06, 2003",Approved,
REV-00457,POL-0013,,Department Supervisor,2005-08-29,Approved,Minor edits requested.
REV-00458,POL-0109,EMP-0054,Senior Analyst,,Approved,Looks good.
REV-00459,POL-0108,EMP-0044,Policy Analyst,06/10/2011,, Looks good. 
REV-00460,POL-0298,EMP-0021,Department Supervisor,2025-04-03,Approved,Minor edits requested.
REV-00461,POL-0241,EMP-0038, Senior Analyst ,2025-08-11,Approved,Update section 3.
REV-00462,POL-0174,EMP-0036,Senior Analyst,2010-11-24,Approved,Formatting changes only.
REV-00463,POL-0267,EMP-0022,,10/09/2008,Rejected,Formatting changes only.
REV-00464,POL-0052,EMP-0036,Senior Analyst,2019-11-19,,
REV-00465,POL-0126,EMP-0039,Policy Analyst,2009-05-07,Approved,Please verify citation.
REV-00466,POL-0267,EMP-0035,Senior Analyst, 2019-10-07 , Approved ,
REV-00467,POL-0159,EMP-0024,Department Supervisor,02/18/2010,Approved,Minor edits requested.
REV-00468,POL-0197,EMP-0047,Policy Reviewer,2003-04-22,Approved,
REV-00469,POL-0192,EMP-0022,Department Supervisor,2024-07-31,Rejected,Minor edits requested.
REV-00470,POL-0096,EMP-0023,Department Supervisor,02/13/2015,Approved,Update section 3.
REV-00471,POL-0066, EMP-0027 ,Compliance Analyst,11-Aug-2005,Approved,Formatting changes only.
REV-00472,POL-0098,EMP-0044,Policy Analyst,2022-06-15,Approved,Formatting changes only.
REV-00473,POL-0003,EMP-0049,Senior Analyst,"Jul 22, 2014",Approved,Update section 3.
REV-00474,POL-0125,EMP-0048,Policy Reviewer, 2018-02-08 ,Approved,
REV-00475, POL-0197 ,EMP-0033, Compliance Analyst ,2016-02-08,Approved,Update section 3.
 REV-00476 ,POL-0029,EMP-0054,Senior Analyst,2008-03-27,Approved, Formatting changes only. 
REV-00477,POL-0298,EMP-0050,Policy Reviewer,2013-11-03,, Please verify citation. 
REV-00478,POL-0189,EMP-0054,Senior Analyst,2004-04-19,Approved,Looks good.
REV-00479, POL-0276 ,EMP-0018,,2014-07-19,Rejected,Looks good.
REV-00480,POL-0080, EMP-0018 ,Department Supervisor,2014-03-13,Approved,
REV-00481,POL-0028,EMP-0020,Department Supervisor,"Mar 30, 2017",Approved,Please verify citation.
 REV-00482 ,POL-0152, EMP-0037 ,Policy Reviewer,"Dec 03, 2017",Approved,Please verify citation.
REV-00483,POL-0035,EMP-0047,Policy Reviewer,2006-09-06,,Update section 3.
REV-00484,POL-0187,EMP-0022,Department Supervisor,06/23/2019,Approved,Update section 3.
REV-00485,POL-0172,EMP-0052,Senior Analyst,08-Aug-2024,Approved,Looks good.
REV-00486,POL-0094,EMP-0021,Department Supervisor,2025-05-22,Approved,Update section 3.
REV-00487,POL-0058,EMP-0019,Department Supervisor,2013-06-15,Approved,Looks good.
REV-00488,POL-0086,EMP-0039,Policy Analyst,2014-08-11,Approved,Please verify citation.
REV-00489,POL-0103, EMP-0033 ,Compliance Analyst,2002-11-26,Approved,
REV-00490,POL-0211,EMP-0019,Department Supervisor,2022-03-27,Approved,Looks good.
REV-00491,POL-0244,EMP-0046,Policy Reviewer,,,Please verify citation.
REV-00492, POL-0300 ,EMP-0037,Policy Reviewer,2022-09-13,Approved,
REV-00493,POL-0042,,Policy Reviewer,2022-07-22,Approved, Formatting changes only. 
REV-00494,POL-0289,EMP-0042,Senior Analyst, 2020-05-29 ,Rejected,Looks good.
 REV-00495 ,POL-0078, EMP-0047 ,Policy Reviewer,03/16/2004,Approved,
REV-00496,POL-0155,EMP-0029,Compliance Analyst,2010-05-23,Approved,  
REV-00497, POL-0238 ,EMP-0025,Compliance Analyst,2012-10-29,Approved,Please verify citation.
REV-00498,POL-0270,EMP-0021,Department Supervisor, 2013-06-12 ,Approved,Update section 3.
REV-00499,POL-0252,EMP-0046,Policy Reviewer,2022-09-19,Approved,Please verify citation.
REV-00500,POL-0255,EMP-0047,Policy Reviewer, 2005-07-29 ,Approved,
REV-00501,POL-0125,EMP-0045,Policy Analyst, 2012-07-07 ,Approved,
REV-00502,POL-0154,EMP-0013, Department Supervisor ,,Approved,Formatting changes only.
REV-00503,POL-0274,EMP-0045,,2020-04-18, Approved , Looks good. 
REV-00504,POL-0069,EMP-0017,Department Supervisor,07/27/2019,Rejected, Formatting changes only. 
REV-00505,POL-0131,EMP-0030,Compliance Analyst,08/08/2011,Approved,  
REV-00506,POL-0057,EMP-0027,Compliance Analyst, 2020-09-02 ,Approved,Minor edits requested.
 REV-00507 ,POL-0193,EMP-0039,Policy Analyst,26-May-2004, Approved ,
REV-00508,POL-0066,EMP-0024,Department Supervisor,2011-02-16, Approved ,Formatting changes only.
REV-00509,POL-0175,EMP-0050,Policy Reviewer,2016-03-23,Approved,Formatting changes only.
REV-00510,POL-0242,EMP-0021, Department Supervisor ,2019-09-15,Approved,Please verify citation.
REV-00511,POL-0009,EMP-0024,Department Supervisor,09/29/2006,Approved,Looks good.
REV-00512,POL-0242,EMP-0047, Policy Reviewer , 2003-02-28 ,Approved,Minor edits requested.
REV-00513,POL-0146,EMP-0028,Compliance Analyst,16-May-2024,Approved,Please verify citation.
 REV-00514 ,POL-0093,EMP-0021,Department Supervisor,"Aug 31, 2024",Approved,Minor edits requested.
REV-00515,POL-0143,EMP-0029,Compliance Analyst,2013-08-16,Approved,Please verify citation.
REV-00516,POL-0221,EMP-0043,Policy Reviewer,2012-06-28,Rejected,Formatting changes only.
 REV-00517 ,POL-0031,EMP-0019,Department Supervisor,08-Oct-2004,Approved,Update section 3.
REV-00518,POL-0249, EMP-0028 , Compliance Analyst ,2003-02-27,,
REV-00519, POL-0284 ,EMP-0019,Department Supervisor,2006-03-10,Rejected,Looks good.
REV-00520,POL-0211, EMP-0031 ,Compliance Analyst,01/22/2007,Approved,Looks good.
REV-00521,POL-0262,EMP-0042,,2018-02-11,,Looks good.
 REV-00522 ,POL-0009,EMP-0051,Policy Analyst,2012-07-20,Approved,Update section 3.
 REV-00523 ,POL-0212,EMP-0039,Policy Analyst,,,
REV-00524,POL-0073,EMP-0036,Senior Analyst, 2004-09-03 ,Approved,Please verify citation.
REV-00525,POL-0004,EMP-0034,Compliance Analyst,2012-12-23,Approved,Update section 3.
 REV-00526 ,POL-0289,EMP-0031, Compliance Analyst ,2022-05-23,Approved,Please verify citation.
 REV-00527 ,POL-0287,EMP-0016,Department Supervisor,2000-08-10,Approved,Formatting changes only.
REV-00528,POL-0086,EMP-0051,Policy Analyst,2021-01-23,Approved,Formatting changes only.
REV-00529, POL-0015 ,EMP-0015,Department Supervisor,2016-07-26,Approved,
REV-00530,POL-0180,EMP-0024,Department Supervisor,2018-05-04,Approved,Update section 3.
REV-00531,POL-0287,EMP-0042,Senior Analyst,2009-12-31,Approved,Minor edits requested.
REV-00532,POL-0060,EMP-0029,Compliance Analyst,12/24/2014,Approved,Minor edits requested.
 REV-00533 ,POL-0281,EMP-0047,Policy Reviewer,"Jan 18, 2025",,Looks good.
REV-00534, POL-0218 ,EMP-0032,Compliance Analyst, 2022-04-08 ,Approved,Formatting changes only.
REV-00535,POL-0289, EMP-0013 ,Department Supervisor,2002-09-02,Approved,
 REV-00536 ,POL-0098,EMP-0012,Department Supervisor,2021-02-10,Approved,
REV-00537,POL-0296,EMP-0039,Policy Analyst,2007-08-02,Approved,Update section 3.
REV-00538,POL-0224,EMP-0038,Senior Analyst,2000-07-12,Approved,Looks good.
REV-00539,POL-0064,,Senior Analyst,2006-06-01,Approved,Minor edits requested.
REV-00540,POL-0227,EMP-0028,Compliance Analyst,2007-08-18,Approved,
REV-00541,POL-0265,EMP-0027,Compliance Analyst,2016-08-31,Rejected,
REV-00542,POL-0271,EMP-0053,Senior Analyst,2017-03-06,Approved,Formatting changes only.
REV-00543,POL-0086,EMP-0014,Department Supervisor, 2007-12-03 ,Approved,Update section 3.
REV-00544,POL-0096,EMP-0025,Compliance Analyst, 2014-03-15 ,Approved,Update section 3.
 REV-00545 ,POL-0291,EMP-0017,Department Supervisor,2004-08-03,Approved,
REV-00546,POL-0041,EMP-0041,Policy Reviewer,2010-01-26,Approved,
REV-00547, POL-0092 ,EMP-0048,Policy Reviewer,2006-06-14,Approved,Looks good.
REV-00548,POL-0145,EMP-0054,Senior Analyst,2023-10-19,Rejected,Update section 3.
REV-00549, POL-0039 ,EMP-0011,Department Supervisor,2000-11-30,Approved,Formatting changes only.
REV-00550,POL-0015,EMP-0018,Department Supervisor, 2015-11-29 ,Approved,Update section 3.
REV-00551,POL-0006,,Policy Reviewer,2006-06-05, Rejected ,  
REV-00552,POL-0273,EMP-0035, Senior Analyst ,2010-10-08,Approved,
REV-00553,POL-0006,EMP-0017,,02/03/2005,Approved,Minor edits requested.
REV-00554,POL-0188,EMP-0030,Compliance Analyst, 2016-12-26 ,Approved, Looks good. 
REV-00555,POL-0201,EMP-0019,Department Supervisor,2017-08-31,Approved,Formatting changes only.
REV-00556,POL-0189,EMP-0015,Department Supervisor,2006-11-27,Approved,Please verify citation.
REV-00557,POL-0025,EMP-0050,Policy Reviewer,16-Nov-2000,Approved,Formatting changes only.
REV-00558,POL-0193,EMP-0039,Policy Analyst,2007-11-10,Approved,Minor edits requested.
REV-00559,POL-0210,EMP-0051,Policy Analyst,2010-01-20,Approved,
REV-00560,POL-0130,EMP-0037,Policy Reviewer,04/16/2007,Approved,Please verify citation.
REV-00561,POL-0057,EMP-0024,Department Supervisor,2020-05-05, Approved ,  
REV-00562,POL-0017,EMP-0019,Department Supervisor,2005-01-02,Rejected,
REV-00563,POL-0162,EMP-0033,Compliance Analyst, 2017-09-21 ,Approved,Update section 3.
REV-00564,POL-0110,EMP-0019, Department Supervisor ,2014-08-09,Approved,Looks good.
REV-00565,POL-0234,,Senior Analyst,2012-12-02,Approved,
REV-00566,POL-0164,EMP-0046,Policy Reviewer,18-Aug-2011,Approved,Please verify citation.
REV-00567,POL-0248,EMP-0012,Department Supervisor,"Apr 12, 2013",Approved,Formatting changes only.
REV-00568,POL-0125,EMP-0024,Department Supervisor,"Jan 11, 2014",Approved,Please verify citation.
REV-00569,POL-0232,EMP-0023, Department Supervisor ,2023-05-10,Approved,Formatting changes only.
 REV-00570 ,POL-0168,EMP-0029,Compliance Analyst,2018-01-26, Approved ,Formatting changes only.
REV-00571, POL-0262 ,EMP-0026,,2002-12-12,Approved,Update section 3.
REV-00572, POL-0217 ,EMP-0018,Department Supervisor,2017-10-22,Rejected,Looks good.
REV-00573,POL-0235,EMP-0051,Policy Analyst,2022-11-28,Approved,Please verify citation.
REV-00574,POL-0176,EMP-0044,Policy Analyst,2003-09-07,Rejected,
REV-00575,POL-0050,EMP-0031,Compliance Analyst,2016-09-11,Rejected,Looks good.
REV-00576,POL-0226,EMP-0047,Policy Reviewer,2017-11-06,,Update section 3.
REV-00577,POL-0183,EMP-0045,Policy Analyst,,Approved,Formatting changes only.
REV-00578,POL-0125,EMP-0041,Policy Reviewer,2008-03-31,Approved,
REV-00579,POL-0270,EMP-0048,Policy Reviewer,2001-03-31,Approved,
REV-00580,POL-0121,EMP-0027,Compliance Analyst,2001-02-11,Approved,Looks good.
REV-00581,POL-0245,EMP-0014,Department Supervisor,04/14/2002,Approved,Update section 3.
REV-00582,POL-0090,EMP-0029,Compliance Analyst,2023-03-23,Approved,Formatting changes only.
REV-00583,POL-0218,EMP-0037,Policy Reviewer,2022-12-22,Approved,Update section 3.
REV-00584,POL-0003,EMP-0016,Department Supervisor,2018-07-17,Approved,Formatting changes only.
REV-00585,POL-0279,EMP-0045,Policy Analyst,2024-07-26,Approved,Please verify citation.
REV-00586,POL-0064,EMP-0028,Compliance Analyst,05/07/2007,Approved,
REV-00587,POL-0203,EMP-0016,Department Supervisor,2014-05-26, Approved ,
REV-00588,POL-0017,EMP-0020,Department Supervisor,2009-08-12,Approved,Please verify citation.
REV-00589,POL-0284,EMP-0036,Senior Analyst,2015-02-26,,Please verify citation.
REV-00590,POL-0119,EMP-0030,Compliance Analyst,2003-06-19,Approved,Formatting changes only.
REV-00591,POL-0204, EMP-0026 , Compliance Analyst ,2020-02-14, Approved ,
REV-00592,POL-0020,EMP-0016,Department Supervisor,2011-06-19,Approved,
REV-00593,POL-0145,EMP-0040,Senior Analyst,2005-09-13,Approved,Please verify citation.
REV-00594,POL-0036,EMP-0030,Compliance Analyst,"Dec 19, 2002",Approved,
REV-00595,POL-0186,EMP-0018,Department Supervisor,2008-05-17,Approved,
REV-00596,POL-0069,EMP-0011,Department Supervisor,2006-08-27,Approved,Looks good.
REV-00597,POL-0267,EMP-0033,Compliance Analyst,2022-10-07,Rejected,Please verify citation.
REV-00598,POL-0113,EMP-0027,Compliance Analyst,2023-09-13,Approved,Looks good.
REV-00599,POL-0145,EMP-0019,Department Supervisor,2017-03-06,Approved,Formatting changes only.
REV-00600,POL-0226,EMP-0018,Department Supervisor,"Jul 21, 2012",Rejected,
REV-00601,POL-0219,EMP-0038,Senior Analyst,"Jul 11, 2015",Approved,Minor edits requested.
 REV-00602 ,POL-0292,EMP-0015,Department Supervisor,2023-12-30,Approved,Minor edits requested.
REV-00603,POL-0254,,Senior Analyst,12/15/2003,Approved,Update section 3.
REV-00604,POL-0156,EMP-0034,Compliance Analyst,2023-05-30,Approved,
REV-00605,POL-0222,,Policy Reviewer,28-Nov-2022,Approved,Looks good.
REV-00606,POL-0175,EMP-0021,Department Supervisor,2016-12-28,Approved,Minor edits requested.
REV-00607,POL-0222,,Policy Reviewer,2005-02-10,Approved,Formatting changes only.
REV-00608,POL-0154,,Compliance Analyst,2005-09-02, Approved ,Formatting changes only.
REV-00609,POL-0282,EMP-0011,Department Supervisor,28-Apr-2023,Approved,  
REV-00610,POL-0073,EMP-0026,,2001-01-18,Approved,
REV-00611,POL-0297,EMP-0034,Compliance Analyst,2021-08-29,Approved,Update section 3.
REV-00612,POL-0031,EMP-0022,Department Supervisor,2007-03-25,Approved,  
REV-00613, POL-0017 ,EMP-0052,Senior Analyst,2025-04-19,Approved, Update section 3. 
REV-00614,POL-0118,EMP-0031, Compliance Analyst ,2010-07-27,Approved,Looks good.
REV-00615,POL-0044,EMP-0031,Compliance Analyst,2019-03-03,Approved,Minor edits requested.
REV-00616,POL-0073,EMP-0047,Policy Reviewer,2003-12-29,Approved,Minor edits requested.
REV-00617,POL-0263,EMP-0043,Policy Reviewer,08-Nov-2005,Approved,Formatting changes only.
REV-00618,POL-0006,EMP-0022, Department Supervisor ,2002-11-10,,Looks good.
