ReviewID,PolicyID,ReviewerEmployeeID,ReviewDate,ReviewStatus,Comments
REV-00374,POL-0209,EMP-0032,2/10/20,Rejected,Update section 3.
REV-00375,POL-0035,EMP-0027,2/10/20,Approved,No Changes Required.
REV-00376,POL-0093,EMP-0011,2/12/20,Approved,Please verify citation.
REV-00376,POL-0093,EMP-0033,2/11/20,Approved,Please verify citation.
REV-00377,POL-0192,EMP-0028,2/13/20,Approved,Minor edits requested.
REV-00378,POL-0295,EMP-0033,2/13/20,Approved,Please verify citation.
REV-00379,POL-0141,EMP-0028,2/13/20,Approved,No Changes Required.
REV-00380,POL-0053,EMP-0011,2/13/20,Approved,Please verify citation.
REV-00381,POL-0169,EMP-0026,2/18/20,Approved,No Changes Required.
REV-00382,POL-0114,EMP-0025,2/18/20,Rejected,Update section 3.
REV-00383,POL-0232,EMP-0034,2/18/20,Approved,Please verify citation.
REV-00384,POL-0011,EMP-0030,2/19/20,Approved,No Changes Required.
REV-00385,POL-0258,EMP-0025,2/24/20,Approved,No Changes Required.
REV-00386,POL-0032,EMP-0034,2/24/20,Approved,Please verify citation.
REV-00387,POL-0231,EMP-0025,2/24/20,Rejected,No Changes Required.
REV-00388,POL-0038,EMP-0026,2/24/20,Rejected,Update section 3.
REV-00389,POL-0030,EMP-0029,2/26/20,Approved,Please verify citation.
REV-00390,POL-0048,EMP-0031,2/27/20,Rejected,Looks good.
REV-00391,POL-0269,EMP-0028,2/27/20,Approved,Please verify citation.
REV-00392,POL-0223,EMP-0034,2/27/20,Approved,Formatting changes only.
REV-00393,POL-0094,EMP-0028,2/28/20,Approved,Minor edits requested.
REV-00394,POL-0158,EMP-0033,3/2/20,Approved,Formatting changes only.
REV-00395,POL-0028,EMP-0032,3/3/20,Approved,Minor edits requested.
REV-00396,POL-0013,EMP-0033,3/4/20,Approved,No Changes Required.
REV-00397,POL-0034,EMP-0026,3/5/20,Approved,Update section 3.
REV-00398,POL-0167,EMP-0033,3/9/20,Approved,No Changes Required.
REV-00399,POL-0298,EMP-0029,3/9/20,Approved,Looks good.
REV-00400,POL-0190,EMP-0033,3/10/20,Approved,Please verify citation.
REV-00401,POL-0227,EMP-0025,3/11/20,Approved,Update section 3.
REV-00402,POL-0299,EMP-0034,3/13/20,Approved,No Changes Required.
REV-00403,POL-0159,EMP-0027,3/16/20,Approved,No Changes Required.
REV-00404,POL-0135,EMP-0033,3/16/20,Approved,Update section 2.
REV-00405,POL-0235,EMP-0027,3/18/20,Approved,Update section 3.
REV-00406,POL-0161,EMP-0025,3/19/20,Approved,Looks good.
REV-00407,POL-0288,EMP-0027,3/19/20,Approved,Formatting changes only.
REV-00408,POL-0105,EMP-0011,3/23/20,Approved,Looks good.
REV-00409,POL-0002,EMP-0030,3/23/20,Approved,Minor edits requested.
REV-00410,POL-0065,EMP-0025,3/23/20,Approved,No Changes Required.
REV-00411,POL-0260,EMP-0027,3/23/20,Approved,Minor edits requested.
REV-00412,POL-0079,EMP-0028,3/23/20,Rejected,No Changes Required.
REV-00413,POL-0185,EMP-0027,3/23/20,Approved,Minor edits requested.
REV-00414,POL-0266,EMP-0032,3/24/20,Approved,Update section 3.
REV-00415,POL-0096,EMP-0027,3/24/20,Approved,No Changes Required.
REV-00416,POL-0145,EMP-0025,3/24/20,Approved,No Changes Required.
REV-00417,POL-0168,EMP-0025,3/25/20,Approved,Please verify citation.
REV-00418,POL-0157,EMP-0025,3/26/20,Approved,Update section 3.
REV-00419,POL-0045,EMP-0034,3/26/20,Rejected,Formatting changes only.
REV-00420,POL-0091,EMP-0033,3/30/20,Approved,Minor edits requested.
REV-00421,POL-0070,EMP-0026,4/6/20,Rejected,Minor edits requested.
REV-00422,POL-0048,EMP-0029,4/6/20,Approved,Minor edits requested.
REV-00423,POL-0109,EMP-0011,4/8/20,Approved,Update section 3.
REV-00424,POL-0277,EMP-0033,4/10/20,Approved,Update section 3.
REV-00425,POL-0027,EMP-0029,4/13/20,Approved,Minor edits requested.
REV-00426,POL-0122,EMP-0026,4/13/20,Approved,Looks good.
REV-00427,POL-0145,EMP-0032,4/14/20,Approved,No Changes Required.
REV-00428,POL-0002,EMP-0032,4/15/20,Rejected,Formatting changes only.
REV-00429,POL-0279,EMP-0025,4/15/20,Approved,Update section 3.
REV-00430,POL-0163,EMP-0031,4/15/20,Approved,Update section 3.
REV-00431,POL-0042,EMP-0033,4/17/20,Approved,Formatting changes only.
REV-00432,POL-0223,EMP-0031,4/17/20,Approved,Minor edits requested.
REV-00433,POL-0228,EMP-0034,4/20/20,Rejected,Update section 3.
REV-00434,POL-0206,EMP-0026,4/20/20,Approved,Please verify citation.
REV-00435,POL-0005,EMP-0032,4/20/20,Rejected,Update section 3.
REV-00436,POL-0199,EMP-0011,4/20/20,Approved,Formatting changes only.
REV-00437,POL-0181,EMP-0011,4/21/20,Approved,No Changes Required.
REV-00438,POL-0229,EMP-0029,4/22/20,Approved,Please verify citation.
REV-00439,POL-0165,EMP-0029,4/23/20,Approved,Looks good.
REV-00440,POL-0124,EMP-0029,4/27/20,Approved,Formatting changes only.
REV-00441,POL-0251,EMP-0025,4/27/20,Approved,Formatting changes only.
REV-00442,POL-0218,EMP-0029,4/27/20,Approved,Update section 3.
REV-00443,POL-0047,EMP-0027,4/27/20,Approved,No Changes Required.
REV-00443,POL-0047,EMP-0030,4/27/20,Approved,Update section 5.
REV-00444,POL-0186,EMP-0025,4/27/20,Approved,Please verify citation.
REV-00445,POL-0032,EMP-0027,4/28/20,Approved,Please verify citation.
REV-00446,POL-0182,EMP-0011,4/28/20,Rejected,Minor edits requested.
REV-00447,POL-0128,EMP-0030,4/30/20,Approved,Formatting changes only.
REV-00448,POL-0044,EMP-0033,5/4/20,Rejected,Minor edits requested.
REV-00448,POL-0044,EMP-0027,5/1/20,Rejected,Minor edits requested.
REV-00449,POL-0087,EMP-0031,5/4/20,Approved,Update section 4.
REV-00450,POL-0232,EMP-0031,5/6/20,Approved,No Changes Required.
REV-00451,POL-0162,EMP-0033,5/6/20,Rejected,Minor edits requested.
REV-00452,POL-0018,EMP-0033,5/7/20,Approved,Update section 3.
REV-00453,POL-0204,EMP-0029,5/8/20,Approved,Update section 3.
REV-00454,POL-0289,EMP-0029,5/11/20,Approved,No Changes Required.
REV-00455,POL-0062,EMP-0034,5/14/20,Approved,Minor edits requested.
REV-00456,POL-0284,EMP-0033,5/14/20,Approved,No Changes Required.
REV-00457,POL-0013,EMP-0030,5/15/20,Approved,Minor edits requested.
REV-00458,POL-0109,EMP-0028,5/15/20,Approved,Looks good.
REV-00459,POL-0108,EMP-0026,5/18/20,Rejected,Looks good.
REV-00460,POL-0298,EMP-0011,5/18/20,Approved,Minor edits requested.
REV-00461,POL-0241,EMP-0032,5/18/20,Approved,Update section 3.
REV-00462,POL-0174,EMP-0027,5/20/20,Approved,Formatting changes only.
REV-00463,POL-0267,EMP-0030,5/20/20,Rejected,Formatting changes only.
REV-00464,POL-0052,EMP-0026,5/22/20,Approved,No Changes Required.
REV-00465,POL-0126,EMP-0026,5/26/20,Approved,Please verify citation.
REV-00466,POL-0267,EMP-0033,5/26/20,Approved,No Changes Required.
REV-00467,POL-0159,EMP-0029,5/26/20,Approved,Minor edits requested.
REV-00468,POL-0197,EMP-0031,5/26/20,Approved,No Changes Required.
REV-00469,POL-0192,EMP-0033,5/27/20,Rejected,Minor edits requested.
REV-00470,POL-0096,EMP-0011,5/29/20,Approved,Update section 3.
REV-00471,POL-0066,EMP-0029,6/4/20,Approved,Formatting changes only.
REV-00472,POL-0098,EMP-0034,6/4/20,Approved,Formatting changes only.
REV-00473,POL-0003,EMP-0030,6/4/20,Approved,Update section 3.
REV-00474,POL-0125,EMP-0030,6/8/20,Approved,No Changes Required.
REV-00475,POL-0197,EMP-0029,6/8/20,Approved,Update section 3.
REV-00476,POL-0029,EMP-0011,6/11/20,Approved,Formatting changes only.
REV-00477,POL-0298,EMP-0029,6/12/20,Approved,Please verify citation.
REV-00478,POL-0189,EMP-0034,6/15/20,Approved,Looks good.
REV-00479,POL-0276,EMP-0033,6/15/20,Rejected,Looks good.
REV-00480,POL-0080,EMP-0029,6/15/20,Approved,No Changes Required.
REV-00481,POL-0028,EMP-0025,6/17/20,Approved,Please verify citation.
REV-00482,POL-0152,EMP-0026,6/19/20,Approved,Please verify citation.
REV-00483,POL-0035,EMP-0027,6/22/20,Approved,Update section 3.
REV-00484,POL-0187,EMP-0032,6/22/20,Approved,Update section 3.
REV-00485,POL-0172,EMP-0027,6/24/20,Approved,Looks good.
REV-00486,POL-0094,EMP-0033,6/25/20,Approved,Update section 3.
REV-00487,POL-0058,EMP-0030,6/29/20,Approved,Looks good.
REV-00488,POL-0086,EMP-0028,6/29/20,Approved,Please verify citation.
REV-00489,POL-0103,EMP-0033,6/29/20,Approved,No Changes Required.
REV-00490,POL-0211,EMP-0028,6/30/20,Approved,Looks good.
REV-00491,POL-0244,EMP-0032,7/1/20,Approved,Please verify citation.
REV-00492,POL-0300,EMP-0011,7/1/20,Approved,No Changes Required.
REV-00493,POL-0042,EMP-0027,7/6/20,Approved,Formatting changes only.
REV-00494,POL-0289,EMP-0030,7/8/20,Rejected,Looks good.
REV-00495,POL-0078,EMP-0011,7/9/20,Approved,No Changes Required.
REV-00496,POL-0155,EMP-0025,7/13/20,Approved,Update section 4.
REV-00497,POL-0238,EMP-0011,7/15/20,Approved,Please verify citation.
REV-00498,POL-0270,EMP-0027,7/16/20,Approved,Update section 3.
REV-00499,POL-0252,EMP-0032,7/17/20,Approved,Please verify citation.
REV-00500,POL-0255,EMP-0034,7/17/20,Approved,No Changes Required.
REV-00501,POL-0125,EMP-0034,7/21/20,Approved,No Changes Required.
REV-00502,POL-0154,EMP-0028,7/22/20,Approved,Formatting changes only.
REV-00503,POL-0274,EMP-0028,7/22/20,Approved,Looks good.
REV-00504,POL-0069,EMP-0025,7/23/20,Rejected,Formatting changes only.
REV-00505,POL-0131,EMP-0011,7/24/20,Approved,Update section 5.
REV-00506,POL-0057,EMP-0025,7/27/20,Approved,Minor edits requested.
REV-00507,POL-0193,EMP-0032,7/27/20,Approved,No Changes Required.
REV-00508,POL-0066,EMP-0034,7/27/20,Approved,Formatting changes only.
REV-00509,POL-0175,EMP-0027,7/27/20,Approved,Formatting changes only.
REV-00510,POL-0242,EMP-0033,7/27/20,Approved,Please verify citation.
REV-00511,POL-0009,EMP-0026,7/27/20,Approved,Looks good.
REV-00512,POL-0242,EMP-0033,7/30/20,Approved,Minor edits requested.
REV-00513,POL-0146,EMP-0025,7/30/20,Approved,Please verify citation.
REV-00514,POL-0093,EMP-0029,7/31/20,Approved,Minor edits requested.
REV-00515,POL-0143,EMP-0029,7/31/20,Approved,Please verify citation.
REV-00516,POL-0221,EMP-0027,8/3/20,Rejected,Formatting changes only.
REV-00517,POL-0031,EMP-0027,8/3/20,Approved,Update section 3.
REV-00518,POL-0249,EMP-0026,8/4/20,Approved,No Changes Required.
REV-00519,POL-0284,EMP-0032,8/4/20,Rejected,Looks good.
REV-00520,POL-0211,EMP-0028,8/5/20,Approved,Looks good.
REV-00521,POL-0262,EMP-0026,8/5/20,Approved,Looks good.
REV-00522,POL-0009,EMP-0027,8/5/20,Approved,Update section 3.
REV-00523,POL-0212,EMP-0034,8/7/20,Approved,No Changes Required.
REV-00524,POL-0073,EMP-0032,8/10/20,Approved,Please verify citation.
REV-00525,POL-0004,EMP-0033,8/10/20,Approved,Update section 3.
REV-00526,POL-0289,EMP-0034,8/11/20,Approved,Please verify citation.
REV-00527,POL-0287,EMP-0029,8/12/20,Approved,Formatting changes only.
REV-00528,POL-0086,EMP-0031,8/13/20,Approved,Formatting changes only.
REV-00529,POL-0015,EMP-0025,8/13/20,Approved,No Changes Required.
REV-00530,POL-0180,EMP-0034,8/17/20,Approved,Update section 3.
REV-00531,POL-0287,EMP-0025,8/19/20,Approved,Minor edits requested.
REV-00532,POL-0060,EMP-0027,8/20/20,Approved,Minor edits requested.
REV-00533,POL-0281,EMP-0030,8/21/20,Approved,Looks good.
REV-00534,POL-0218,EMP-0030,8/24/20,Approved,Formatting changes only.
REV-00535,POL-0289,EMP-0025,8/24/20,Approved,No Changes Required.
REV-00536,POL-0098,EMP-0011,8/24/20,Approved,No Changes Required.
REV-00537,POL-0296,EMP-0027,8/24/20,Approved,Update section 3.
REV-00538,POL-0224,EMP-0028,8/25/20,Approved,Looks good.
REV-00539,POL-0064,EMP-0034,8/27/20,Approved,Minor edits requested.
REV-00540,POL-0227,EMP-0027,8/27/20,Approved,No Changes Required.
REV-00541,POL-0265,EMP-0031,8/31/20,Rejected,No Changes Required.
REV-00542,POL-0271,EMP-0027,8/31/20,Approved,Formatting changes only.
REV-00543,POL-0086,EMP-0026,8/31/20,Approved,Update section 3.
REV-00544,POL-0096,EMP-0031,8/31/20,Approved,Update section 3.
REV-00545,POL-0291,EMP-0025,9/1/20,Approved,No Changes Required.
REV-00546,POL-0041,EMP-0034,9/3/20,Approved,No Changes Required.
REV-00547,POL-0092,EMP-0029,9/3/20,Approved,Looks good.
REV-00548,POL-0145,EMP-0026,9/8/20,Rejected,Update section 3.
REV-00549,POL-0039,EMP-0028,9/8/20,Approved,Formatting changes only.
REV-00550,POL-0015,EMP-0031,9/10/20,Approved,Update section 3.
REV-00551,POL-0006,EMP-0011,9/14/20,Rejected,Update section 6.
REV-00552,POL-0273,EMP-0029,9/14/20,Approved,No Changes Required.
REV-00553,POL-0006,EMP-0029,9/14/20,Approved,Minor edits requested.
REV-00554,POL-0188,EMP-0011,9/16/20,Approved,Looks good.
REV-00555,POL-0201,EMP-0011,9/17/20,Approved,Formatting changes only.
REV-00556,POL-0189,EMP-0034,9/21/20,Approved,Please verify citation.
REV-00557,POL-0025,EMP-0030,9/21/20,Approved,Formatting changes only.
REV-00558,POL-0193,EMP-0029,9/21/20,Approved,Minor edits requested.
REV-00559,POL-0210,EMP-0026,9/21/20,Approved,No Changes Required.
REV-00559,POL-0210,EMP-0025,9/21/20,Approved,Update section 7.
REV-00560,POL-0130,EMP-0033,9/21/20,Approved,Please verify citation.
REV-00561,POL-0057,EMP-0028,9/23/20,Approved,Update section 7.
REV-00562,POL-0017,EMP-0033,9/25/20,Rejected,No Changes Required.
REV-00563,POL-0162,EMP-0028,9/25/20,Approved,Update section 3.
REV-00564,POL-0110,EMP-0028,9/25/20,Approved,Looks good.
REV-00565,POL-0234,EMP-0027,9/25/20,Approved,No Changes Required.
REV-00566,POL-0164,EMP-0025,9/28/20,Approved,Please verify citation.
REV-00567,POL-0248,EMP-0030,9/28/20,Approved,Formatting changes only.
REV-00568,POL-0125,EMP-0025,9/29/20,Approved,Please verify citation.
REV-00569,POL-0232,EMP-0027,10/2/20,Approved,Formatting changes only.
REV-00570,POL-0168,EMP-0031,10/13/20,Approved,Formatting changes only.
REV-00571,POL-0262,EMP-0027,10/13/20,Approved,Update section 3.
REV-00572,POL-0217,EMP-0034,10/13/20,Rejected,Looks good.
REV-00573,POL-0235,EMP-0025,10/13/20,Approved,Please verify citation.
REV-00574,POL-0176,EMP-0034,10/14/20,Rejected,No Changes Required.
REV-00574,POL-0176,EMP-0030,10/14/20,Rejected,Update section 1.
REV-00575,POL-0050,EMP-0029,10/14/20,Rejected,Looks good.
REV-00576,POL-0226,EMP-0034,10/15/20,Approved,Update section 3.
REV-00577,POL-0183,EMP-0026,10/16/20,Approved,Formatting changes only.
REV-00578,POL-0125,EMP-0034,10/20/20,Approved,Update section 1.
REV-00578,POL-0125,EMP-0025,10/19/20,Approved,No Changes Required.
REV-00579,POL-0270,EMP-0027,10/20/20,Approved,No Changes Required.
REV-00580,POL-0121,EMP-0033,10/21/20,Approved,Looks good.
REV-00581,POL-0245,EMP-0033,10/22/20,Approved,Update section 3.
REV-00582,POL-0090,EMP-0034,10/26/20,Approved,Formatting changes only.
REV-00583,POL-0218,EMP-0028,10/26/20,Approved,Update section 3.
REV-00584,POL-0003,EMP-0033,10/26/20,Approved,Formatting changes only.
REV-00585,POL-0279,EMP-0027,10/26/20,Approved,Please verify citation.
REV-00586,POL-0064,EMP-0028,10/26/20,Approved,No Changes Required.
REV-00587,POL-0203,EMP-0027,10/26/20,Approved,No Changes Required.
REV-00588,POL-0017,EMP-0031,10/27/20,Approved,Please verify citation.
REV-00589,POL-0284,EMP-0032,10/27/20,Approved,Please verify citation.
REV-00590,POL-0119,EMP-0025,10/29/20,Approved,Formatting changes only.
REV-00591,POL-0204,EMP-0034,10/30/20,Approved,No Changes Required.
REV-00592,POL-0020,EMP-0030,11/2/20,Approved,No Changes Required.
REV-00593,POL-0145,EMP-0031,11/2/20,Approved,Please verify citation.
REV-00594,POL-0036,EMP-0031,11/2/20,Approved,No Changes Required.
REV-00595,POL-0186,EMP-0026,11/2/20,Approved,No Changes Required.
REV-00596,POL-0069,EMP-0026,11/3/20,Approved,Looks good.
REV-00597,POL-0267,EMP-0011,11/3/20,Rejected,Please verify citation.
REV-00598,POL-0113,EMP-0029,11/4/20,Approved,Looks good.
REV-00599,POL-0145,EMP-0031,11/6/20,Approved,Formatting changes only.
REV-00600,POL-0226,EMP-0033,11/12/20,Rejected,No Changes Required.
REV-00601,POL-0219,EMP-0029,11/13/20,Approved,Minor edits requested.
REV-00602,POL-0292,EMP-0027,11/16/20,Approved,Minor edits requested.
REV-00603,POL-0254,EMP-0030,11/16/20,Approved,Update section 3.
REV-00604,POL-0156,EMP-0027,11/17/20,Approved,No Changes Required.
REV-00605,POL-0222,EMP-0026,11/17/20,Approved,Looks good.
REV-00606,POL-0175,EMP-0033,11/17/20,Approved,Minor edits requested.
REV-00607,POL-0222,EMP-0030,11/18/20,Approved,Formatting changes only.
REV-00608,POL-0154,EMP-0034,11/20/20,Approved,Formatting changes only.
REV-00609,POL-0282,EMP-0026,11/23/20,Approved,Update section 8.
REV-00610,POL-0073,EMP-0033,11/23/20,Approved,No Changes Required.
REV-00611,POL-0297,EMP-0025,11/23/20,Approved,Update section 3.
REV-00612,POL-0031,EMP-0030,11/23/20,Approved,Update section 9.
REV-00613,POL-0017,EMP-0028,11/25/20,Approved,Update section 3.
REV-00614,POL-0118,EMP-0031,11/30/20,Approved,Looks good.
REV-00614,POL-0118,EMP-0029,11/27/20,Approved,Looks good.
REV-00615,POL-0044,EMP-0034,11/30/20,Approved,Minor edits requested.
REV-00616,POL-0073,EMP-0029,11/30/20,Approved,Minor edits requested.
REV-00617,POL-0263,EMP-0034,11/30/20,Approved,Formatting changes only.
REV-00618,POL-0006,EMP-0025,12/1/20,Approved,Looks good.
REV-00619,POL-0294,EMP-0027,12/3/20,Approved,Update section 3.
REV-00620,POL-0015,EMP-0028,12/8/20,Approved,Minor edits requested.
REV-00621,POL-0234,EMP-0032,12/9/20,Approved,Update section 1.
REV-00622,POL-0285,EMP-0034,12/9/20,Approved,No Changes Required.
REV-00623,POL-0263,EMP-0011,12/10/20,Approved,Minor edits requested.
REV-00624,POL-0289,EMP-0034,12/11/20,Approved,Looks good.
REV-00625,POL-0218,EMP-0031,12/14/20,Approved,Please verify citation.
REV-00626,POL-0182,EMP-0025,12/15/20,Approved,Formatting changes only.
REV-00627,POL-0122,EMP-0032,12/18/20,Approved,Looks good.
REV-00628,POL-0192,EMP-0011,12/18/20,Approved,No Changes Required.
REV-00629,POL-0268,EMP-0029,12/21/20,Rejected,Minor edits requested.
REV-00630,POL-0004,EMP-0032,12/21/20,Approved,No Changes Required.
REV-00631,POL-0217,EMP-0032,12/21/20,Approved,No Changes Required.
REV-00632,POL-0045,EMP-0027,12/22/20,Approved,Looks good.
REV-00632,POL-0045,EMP-0029,12/21/20,Approved,Looks good.
REV-00633,POL-0291,EMP-0011,12/22/20,Approved,No Changes Required.
REV-00634,POL-0169,EMP-0033,12/23/20,Approved,No Changes Required.
REV-00635,POL-0074,EMP-0033,12/23/20,Approved,Please verify citation.
REV-00636,POL-0057,EMP-0027,12/23/20,Approved,Update section 3.
REV-00637,POL-0130,EMP-0034,12/24/20,Approved,No Changes Required.
REV-00638,POL-0233,EMP-0030,12/28/20,Rejected,No Changes Required.
REV-00639,POL-0107,EMP-0011,12/28/20,Approved,Please verify citation.
REV-00640,POL-0207,EMP-0031,12/28/20,Approved,Formatting changes only.
REV-00641,POL-0202,EMP-0030,12/29/20,Rejected,No Changes Required.
REV-00642,POL-0067,EMP-0029,12/29/20,Approved,Update section 3.
REV-00643,POL-0259,EMP-0026,12/30/20,Approved,Update section 3.
REV-00644,POL-0244,EMP-0031,12/31/20,Approved,No Changes Required.
REV-00645,POL-0185,EMP-0029,12/31/20,Approved,No Changes Required.
REV-00646,POL-0277,EMP-0027,1/4/21,Approved,No Changes Required.
REV-00647,POL-0095,EMP-0030,1/4/21,Approved,Update section 3.
REV-00648,POL-0120,EMP-0025,1/6/21,Approved,No Changes Required.
REV-00649,POL-0165,EMP-0033,1/6/21,Approved,Looks good.
REV-00650,POL-0106,EMP-0030,1/7/21,Approved,Update section 3.
REV-00651,POL-0056,EMP-0028,1/8/21,Approved,No Changes Required.
REV-00652,POL-0230,EMP-0030,1/8/21,Rejected,Minor edits requested.
REV-00653,POL-0253,EMP-0029,1/11/21,Rejected,Minor edits requested.
REV-00654,POL-0039,EMP-0027,1/11/21,Approved,Formatting changes only.
REV-00655,POL-0005,EMP-0033,1/11/21,Approved,Update section 3.
REV-00655,POL-0005,EMP-0031,1/11/21,Approved,Update section 3.
REV-00656,POL-0137,EMP-0030,1/11/21,Approved,Formatting changes only.
REV-00657,POL-0139,EMP-0032,1/11/21,Rejected,Looks good.
REV-00658,POL-0049,EMP-0025,1/12/21,Approved,Update section 3.
REV-00659,POL-0162,EMP-0032,1/12/21,Approved,Looks good.
REV-00660,POL-0123,EMP-0029,1/13/21,Approved,No Changes Required.
REV-00661,POL-0244,EMP-0032,1/14/21,Approved,No Changes Required.
REV-00662,POL-0159,EMP-0028,1/19/21,Rejected,Looks good.
REV-00663,POL-0184,EMP-0027,1/19/21,Approved,Minor edits requested.
REV-00664,POL-0022,EMP-0034,1/19/21,Approved,Please verify citation.
REV-00665,POL-0106,EMP-0027,1/19/21,Approved,No Changes Required.
REV-00666,POL-0086,EMP-0030,1/19/21,Approved,Formatting changes only.
REV-00667,POL-0299,EMP-0011,1/19/21,Approved,No Changes Required.
REV-00668,POL-0136,EMP-0031,1/20/21,Approved,No Changes Required.
REV-00669,POL-0151,EMP-0030,1/21/21,Rejected,Looks good.
REV-00670,POL-0026,EMP-0026,1/22/21,Approved,Update section 3.
REV-00671,POL-0141,EMP-0032,1/25/21,Approved,No Changes Required.
REV-00672,POL-0124,EMP-0026,1/25/21,Approved,Minor edits requested.
REV-00673,POL-0266,EMP-0033,1/26/21,Approved,Minor edits requested.
REV-00674,POL-0212,EMP-0032,1/27/21,Approved,Looks good.
REV-00675,POL-0169,EMP-0026,2/2/21,Rejected,Please verify citation.
REV-00675,POL-0169,EMP-0029,1/29/21,Rejected,Please verify citation.
REV-00676,POL-0248,EMP-0029,2/2/21,Approved,Minor edits requested.
REV-00677,POL-0017,EMP-0031,2/4/21,Approved,Please verify citation.
REV-00678,POL-0252,EMP-0031,2/4/21,Approved,No Changes Required.
REV-00679,POL-0195,EMP-0030,2/4/21,Approved,Looks good.
REV-00680,POL-0116,EMP-0026,2/4/21,Approved,Formatting changes only.
REV-00681,POL-0216,EMP-0028,2/5/21,Approved,Formatting changes only.
REV-00682,POL-0037,EMP-0026,2/5/21,Approved,Update section 3.
REV-00683,POL-0228,EMP-0033,2/5/21,Approved,Please verify citation.
REV-00684,POL-0241,EMP-0026,2/8/21,Approved,Please verify citation.
REV-00685,POL-0223,EMP-0027,2/8/21,Approved,Update section 3.
REV-00686,POL-0164,EMP-0011,2/8/21,Approved,No Changes Required.
REV-00687,POL-0232,EMP-0034,2/8/21,Approved,Looks good.
REV-00688,POL-0269,EMP-0028,2/9/21,Approved,No Changes Required.
REV-00689,POL-0260,EMP-0032,2/9/21,Approved,Minor edits requested.
REV-00690,POL-0241,EMP-0026,2/16/21,Approved,No Changes Required.
REV-00691,POL-0239,EMP-0030,2/16/21,Approved,Looks good.
REV-00692,POL-0096,EMP-0032,2/16/21,Approved,Formatting changes only.
REV-00693,POL-0256,EMP-0027,2/16/21,Rejected,Please verify citation.
REV-00694,POL-0033,EMP-0030,2/18/21,Approved,Looks good.
REV-00695,POL-0175,EMP-0026,2/22/21,Approved,Please verify citation.
REV-00696,POL-0113,EMP-0033,2/23/21,Approved,Please verify citation.
REV-00697,POL-0130,EMP-0029,2/24/21,Rejected,Please verify citation.
REV-00698,POL-0117,EMP-0034,2/24/21,Approved,Looks good.
REV-00699,POL-0134,EMP-0029,3/1/21,Approved,Minor edits requested.
REV-00700,POL-0080,EMP-0011,3/3/21,Approved,No Changes Required.
REV-00701,POL-0138,EMP-0033,3/4/21,Approved,Looks good.
REV-00702,POL-0147,EMP-0028,3/4/21,Approved,Please verify citation.
REV-00703,POL-0236,EMP-0027,3/5/21,Approved,Minor edits requested.
REV-00704,POL-0091,EMP-0026,3/8/21,Approved,Minor edits requested.
REV-00706,POL-0064,EMP-0030,3/8/21,Approved,Please verify citation.
REV-00707,POL-0058,EMP-0031,3/8/21,Rejected,Please verify citation.
REV-00708,POL-0234,EMP-0027,3/9/21,Rejected,Minor edits requested.
REV-00709,POL-0183,EMP-0032,3/15/21,Approved,No Changes Required.
REV-00710,POL-0090,EMP-0027,3/15/21,Approved,Minor edits requested.
REV-00711,POL-0110,EMP-0033,3/15/21,Approved,Formatting changes only.
REV-00712,POL-0109,EMP-0027,3/16/21,Approved,Update section 3.
REV-00713,POL-0055,EMP-0031,3/17/21,Approved,Formatting changes only.
REV-00714,POL-0034,EMP-0011,3/18/21,Approved,Formatting changes only.
REV-00715,POL-0282,EMP-0032,3/19/21,Approved,Minor edits requested.
REV-00716,POL-0126,EMP-0032,3/22/21,Approved,Looks good.
REV-00717,POL-0099,EMP-0025,3/23/21,Approved,Update section 3.
REV-00718,POL-0118,EMP-0025,3/26/21,Approved,Please verify citation.
REV-00719,POL-0175,EMP-0026,3/30/21,Approved,Looks good.
REV-00719,POL-0175,EMP-0025,3/29/21,Approved,Looks good.
REV-00720,POL-0197,EMP-0030,3/31/21,Approved,Looks good.
REV-00721,POL-0070,EMP-0030,4/1/21,Rejected,Looks good.
REV-00722,POL-0174,EMP-0027,4/5/21,Approved,Looks good.
REV-00723,POL-0143,EMP-0028,4/5/21,Approved,No Changes Required.
REV-00724,POL-0256,EMP-0031,4/5/21,Approved,No Changes Required.
REV-00725,POL-0162,EMP-0029,4/5/21,Approved,Looks good.
REV-00726,POL-0027,EMP-0030,4/5/21,Approved,Minor edits requested.
REV-00727,POL-0117,EMP-0033,4/5/21,Approved,No Changes Required.
REV-00728,POL-0015,EMP-0011,4/5/21,Approved,Formatting changes only.
REV-00729,POL-0286,EMP-0028,4/5/21,Approved,Update section 3.
REV-00730,POL-0091,EMP-0029,4/7/21,Approved,Minor edits requested.
REV-00731,POL-0283,EMP-0031,4/7/21,Approved,No Changes Required.
REV-00731,POL-0283,EMP-0025,4/7/21,Approved,Update section 9.
REV-00732,POL-0034,EMP-0025,4/7/21,Approved,Formatting changes only.
REV-00733,POL-0111,EMP-0034,4/8/21,Approved,Update section 3.
REV-00734,POL-0059,EMP-0026,4/12/21,Approved,Minor edits requested.
REV-00735,POL-0230,EMP-0033,4/12/21,Rejected,Minor edits requested.
REV-00736,POL-0058,EMP-0025,4/12/21,Approved,Minor edits requested.
REV-00738,POL-0102,EMP-0025,4/12/21,Approved,No Changes Required.
REV-00739,POL-0033,EMP-0030,4/12/21,Approved,Please verify citation.
REV-00740,POL-0005,EMP-0030,4/12/21,Approved,Update section 3.
REV-00741,POL-0132,EMP-0033,4/14/21,Rejected,Update section 3.
